name,place_id,location,neighborhood,lat,lng,website,google_maps_url,rating,rating_count,categories,raw_modalities,types
Femme Posh Collection,ChIJ50FpsNcQLxgRw_43CcbWaK4,"Jubilee Insurance Exchange, Mama Ngina St, Nairobi, Kenya",,-1.2855356,36.8232833,https://femmeposhcollection.com/,https://maps.google.com/?cid=12567530906223902403,4.1,(120),prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
Coptic Hospital-Main Hospital,ChIJsVn17DARLxgRoQqCs7OD094,"Ngong Rd, Nairobi, Kenya",Ngong,-1.29763,36.7976097,http://coptichospitals.com/,https://maps.google.com/?cid=16056321904339978913,3.1,(818),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
"The Nairobi Women's Hospital, Mombasa Branch",ChIJtW_RpzITQBgRW_F-eAXPIrM,"Moi Ave, Mombasa, Kenya",,-4.061107199999999,39.663083,http://www.nwh.co.ke/,https://maps.google.com/?cid=12908107104400634203,4.4,(35),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Nairobi IVF Centre,ChIJOWY5OsAQLxgRLiUAOG2v6RA,"Landmark Plaza, Argwings Kodhek Rd, Nairobi, Kenya",,-1.2947749,36.8054,https://nairobiivf.com/,https://maps.google.com/?cid=1218698057806259502,3.4,(59),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Harriet’s Botanicals,ChIJ_8OP39UQLxgRZJG4OOSrr3c,"1st floor shop I09, IBEA building, 23 Moi Ave, Nairobi, Kenya",,-1.2825491,36.8228021,http://harrietsbotanicals.co.ke/,https://maps.google.com/?cid=8624300808130302308,3.4,(69),prenatal-postnatal,prenatal,establishment; health; point_of_interest; store
THE NAIROBI WEST HOSPITAL,ChIJcSSqAgIRLxgRc4R_BIU4it4,"Gandhi Ave, Nairobi, Kenya",,-1.3066875,36.8257595,https://www.nairobiwesthospital.com/,https://maps.google.com/?cid=16035691567163343987,3.8,(995),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Unique Imaging Services,ChIJFd6r7ycRLxgR01zvwyHqTAs,"Electricity House, PR6G+R92, Harambee Ave, Nairobi, Kenya",,-1.2879834,36.82588399999999,,https://maps.google.com/?cid=814283063389281491,5,(1),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Shree Swaminarayan Hospital(Langata),ChIJua3gp3URLxgRD1GlQgVdJnI,"Mugumo-ini, Nairobi, Kenya",,-1.3294201,36.7980285,,https://maps.google.com/?cid=8225364046613139727,3.7,(51),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Joy Nursing Home and Maternity,ChIJbTgCytMRLxgRpIS5LU7OPsM,"Nairobi, Kenya",,-1.2847449,36.8337414,,https://maps.google.com/?cid=14068909121121911972,2,(2),prenatal-postnatal,prenatal,doctor; establishment; health; point_of_interest
Aga Khan University Hospital,ChIJC6gOeBkXLxgRG1KnMqgeZ_M,"3rd Parklands Ave, Nairobi, Kenya",Parklands,-1.2622125,36.8238142,http://www.aku.edu/akuhn,https://maps.google.com/?cid=17539020981570851355,2.7,(258),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Mediheal Group of Hospitals upper hill,ChIJfz2dKO4QLxgRPbPKcYgCezg,"Nairobi, Kenya",,-1.3029621,36.8108979,,https://maps.google.com/?cid=4069849473307292477,4.3,(35),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Meridian Equator Hospital,ChIJN28GJ3ARLxgRaWBiXCKP2Rc,"Bukani Rd, Nairobi, Kenya",,-1.3078028,36.8243208,http://www.mhg.co.ke/,https://maps.google.com/?cid=1718562110560165993,3.6,(79),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
House of Leather & Gifts - NHC,ChIJ1Wkc00EXLxgRQYnZxROUKpI,"Aga Khan Walk, Nairobi, Kenya",,-1.2886428,36.8262218,http://www.houseofleatherkenya.co.ke/,https://maps.google.com/?cid=10532393491203983681,4.2,(2872),prenatal-postnatal,prenatal,establishment; home_goods_store; point_of_interest; store
Health-Link Natural Clinic,ChIJR75pdIsRLxgRIuX5cNZpyO0,"Commerce House, Moi Ave, Nairobi, Kenya",,-1.2867138,36.825901,http://www.drchris.co.ke/,https://maps.google.com/?cid=17134061152070395170,4.6,(9),prenatal-postnatal,prenatal,establishment; health; point_of_interest; store
Dr. G. K Onyango,ChIJncZp7icRLxgRIjw-P0BVr0w,"3rd Floor Harambee Ave, Nairobi, Kenya",,-1.2880233,36.82581940000001,,https://maps.google.com/?cid=5525729002234199074,4.8,(30),prenatal-postnatal,prenatal,doctor; establishment; health; point_of_interest
The Mater Hospital Clinic,ChIJ2TjZyycRLxgRlCMmqelBkKs,"Development House, 1st floor, Moi Avenue/Tom Mboya Street, Nairobi, Kenya",,-1.2881173,36.8272463,http://www.materkenya.com/,https://maps.google.com/?cid=12362453448953045908,3.3,(24),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
PHYSIO PRODUCTS KENYA,ChIJP-dwo9kRLxgRBghOhhVCWfs,"Nairobi, Kenya",,-1.2920659,36.8219462,http://www.physioproductskenya.com/,https://maps.google.com/?cid=18111580036662167558,4.8,(68),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Bliss Medical Centre Teleposta,ChIJhaI8y9AQLxgRg7n58rw_2q0,"Teleposta towers, ground floor, along, Koinange St, Nairobi, Kenya",,-1.2861561,36.8196644,https://blissmedicalcentre.com/centre-details/teleposta,https://maps.google.com/?cid=12527395394247309699,3,(25),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
"Kilome Maternity & Nursing Home""",ChIJ7-WP17kRLxgROrlYCCFWoJI,"Mombasa Highway, Nairobi, Kenya",,-1.2920659,36.8219462,,https://maps.google.com/?cid=10565539425685125434,1,(1),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Dr L.J Noreh,ChIJNcCLLuURLxgRj4krTq9gQHA,"Argwings Kodhek Rd, Nairobi, Kenya",,-1.294748,36.80537899999999,,https://maps.google.com/?cid=8088571236804430223,4,(4),prenatal-postnatal,prenatal,doctor; establishment; health; point_of_interest
Baby and mom world,ChIJiRv1-dIRLxgRiBxrmzCOEkc,"16395, Nairobi, Kenya",,-1.2920659,36.8219462,https://www.creativemomsweb.com/,https://maps.google.com/?cid=5121312065690737800,,,prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
The Aga Khan University Hospital Town Medical Centre,ChIJddbcr9cQLxgRcShrsRnysyE,"Jubilee Exchange Building, Mama Ngina St, Nairobi, Kenya",,-1.2853484,36.8225834,https://hospitals.aku.edu/nairobi/ServicesAndFacilities/Pages/OutpatientMedicalCentres.aspx,https://maps.google.com/?cid=2428550816247523441,2.7,(27),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Beebey Babystore,ChIJO9Y1fyURLxgRzHP_UVRgqZA,"1775- 00100 GPO, Nairobi, Kenya",,-1.285567,36.8222784,,https://maps.google.com/?cid=10423968727794938828,5,(1),prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
LALYN MATERNITY WEAR,ChIJT8VXDwATLxgRcbJ9o6owFNI,"Mfangano St, Nairobi, Kenya",,-1.2876453,36.8283322,,https://maps.google.com/?cid=15137777756944577137,,,prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
Healthy U Hilton - CBD,ChIJzcm9ef8RLxgRgxOgZMFkstM,"City Hall Way Nairobi KE, Nairobi, Kenya",,-1.2856075,36.8246117,https://www.healthyu.co.ke/,https://maps.google.com/?cid=15254365669636969347,4.1,(31),prenatal-postnatal,prenatal,establishment; food; health; point_of_interest; store
Alliance In Motion Global Kenya Ltd,ChIJq7_u20wRLxgRFKEV8Y1N8SE,"1st Floor, Caxton House, Kenyatta Ave, Nairobi, Kenya",,-1.2857333,36.8198839,,https://maps.google.com/?cid=2445821344669344020,4.3,(66),prenatal-postnatal,prenatal,establishment; health; point_of_interest; store
Goodlife Pharmacy Kenyatta Avenue,ChIJAwHo2dAQLxgRDZp5Ec8i9FE,"Kenyatta Ave, Nairobi, Kenya",,-1.2853715,36.8190588,http://www.goodlife.co.ke/,https://maps.google.com/?cid=5905383284136319501,3.6,(24),prenatal-postnatal,prenatal,establishment; health; pharmacy; point_of_interest; store
Ngaira Health Center,ChIJAaQcPt8QLxgRAXKilDMJEbU,"PR5F+48Q, Nairobi, Kenya",,-1.2921616,36.8233535,,https://maps.google.com/?cid=13047219712610693633,2.7,(7),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Goodlife Pharmacy City Square,ChIJZVXK7CcRLxgRFH-8AoD472Q,"Harambee Ave, Nairobi, Kenya",,-1.2882571,36.8261507,http://www.goodlife.co.ke/,https://maps.google.com/?cid=7273305151912050452,4.3,(7),prenatal-postnatal,prenatal,establishment; health; pharmacy; point_of_interest; store
Afyamkononi Ltd,ChIJP6vBDN0QLxgR_EgbNXgkVpc,"Upper LowerHill Road, Gakuo - Court 1st Floor, BOX 55690, Nairobi, Kenya",,-1.294243,36.816521,,https://maps.google.com/?cid=10904943646429890812,5,(1),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Natasha Exotic Massage Spa,ChIJrV4mN10RLxgRI9sJDmTjVMA,"Biashara St, Nairobi, Kenya",,-1.2827479,36.8195813,,https://maps.google.com/?cid=13858951972197620515,4.6,(17),prenatal-postnatal,prenatal,establishment; point_of_interest; spa
Atara baby world,ChIJRw14Ya0RLxgRbTPQL15CR7o,"95, Nairobi, Kenya",,-1.2920659,36.8219462,,https://maps.google.com/?cid=13422770186697585517,,,prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
Joyous maternity,ChIJC-JacAIRLxgRhcATy54JYjA,"Norwich Union House, Nairobi, Kenya",,-1.2847567,36.8245222,,https://maps.google.com/?cid=3486359639154737285,,,prenatal-postnatal,prenatal,clothing_store; establishment; point_of_interest; store
Acacia Studios,ChIJO2WffWoXLxgRtaarmhlXHgc,"Viking House, Waiyaki Wy, Nairobi, Kenya",,-1.2641614,36.8007696,,https://maps.google.com/?cid=512943175047554741,4.8,(10),prenatal-postnatal,prenatal,establishment; gym; health; point_of_interest
Baby College Nairobi,ChIJARuzmzQXLxgRfdFciwLggKk,"254 Racquet Club, Loresho Ridge, Nairobi, Kenya",Loresho,-1.2523094,36.751983,https://babycollege.co.ke/,https://maps.google.com/?cid=12214008490961457533,5,(6),prenatal-postnatal,prenatal,establishment; point_of_interest
The Nairobi Hospital Anderson Medical Center,ChIJvRN3luoQLxgRMKyJJ0gkOZA,"00100, Argwings Kodhek Road 1st floor, Anderson Centre P O 30026, Nairobi, Kenya",,-1.2965748,36.8044024,https://thenairobihosp.org/clinical-services/anderson-specialty-clinics,https://maps.google.com/?cid=10392377507453709360,3.7,(51),prenatal-postnatal,prenatal,doctor; drugstore; establishment; health; hospital; pharmacy; point_of_interest; store
Zawadi Baby Shop,ChIJocIfJz4RLxgRtEpZ3d6Lkko,"Shop F12, IBEA Building, Moi Ave, Nairobi, Kenya",,-1.2824887,36.8229491,http://zawadibabyshop.co.ke/,https://maps.google.com/?cid=5373511094719040180,4.5,(43),prenatal-postnatal,prenatal,clothing_store; establishment; furniture_store; home_goods_store; point_of_interest; store
Pumwani Maternity College Of Nursing And Midwifery,ChIJF5YbeeYRLxgR0NjqAoXdJbk,"General Waruingi Rd, Nairobi, Kenya",,-1.2800786,36.8441942,https://pumwanicollege.ac.ke/,https://maps.google.com/?cid=13341313034504296656,4,(3),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Cicely McDonell College of Health Sciences,ChIJecLpq6kRLxgRolr3A4gyMAQ,"Argwings Kodhek Road 9th floor, Anderson Center P O 30026, Nairobi City, Kenya",,-1.2972135,36.8040679,,https://maps.google.com/?cid=301796734797306530,4.6,(17),prenatal-postnatal,prenatal,establishment; health; point_of_interest
MP Shah Hospital,ChIJabgOyRcXLxgRqsIkqMpHvMU,"Shivachi Rd, Nairobi, Kenya",,-1.2634829,36.8120972,https://mpshahhosp.org/,https://maps.google.com/?cid=14248342256823354026,4.4,(2518),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Pumwani School Of Midwifery,ChIJI8FhCjURLxgRg0Ackl0yYN0,"PR9W+H53, Meru Rd, Nairobi City, Kenya",,-1.2811147,36.8454194,,https://maps.google.com/?cid=15951805257610969219,4,(20),prenatal-postnatal,prenatal,establishment; health; point_of_interest
The Nairobi Hospital Convention Centre,ChIJwTRplHgRLxgRNycRYlsBMqU,"Argwings Kodhek Rd, Nairobi, Kenya",,-1.2971017,36.8041304,https://thenairobihosp.org/other-services/convention-centre,https://maps.google.com/?cid=11903578257092585271,4.6,(389),prenatal-postnatal,prenatal,establishment; point_of_interest
Cicely McDonell School Of Nursing,ChIJn2E7dMIRLxgR45Q3to5YOG4,"Argwings Kodhek Rd, Nairobi, Kenya",,-1.2973651,36.80414,,https://maps.google.com/?cid=7942195312833565923,4.8,(25),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Gender Based Violence Recovery Centre,ChIJ5bfiWewQLxgRFuhE93Rdqqo,"Gatina Nairobi, Argwings Kodhek Rd, North, Kenya",,-1.300703,36.806466,http://gvrc.or.ke/,https://maps.google.com/?cid=12297744489434638358,4.3,(10),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
VitalRay Health Solutions,ChIJ_WLW0MEQLxgRdJlllZXwO-k,"Ralph Bunche Rd, Nairobi, Kenya",,-1.295188,36.80685,,https://maps.google.com/?cid=16806290959710394740,3.2,(52),prenatal-postnatal,prenatal,establishment; health; hospital; pharmacy; point_of_interest; store
St. Johns Community Centre,ChIJMxxV_DURLxgRpg_08ljJFUA,"Munyema St, Nairobi, Kenya",,-1.2825341,36.8452333,https://sjccpumwani.org/,https://maps.google.com/?cid=4617818376808697766,4.2,(154),prenatal-postnatal,prenatal,establishment; point_of_interest
AAR Healthcare Head Office,ChIJzRY2H8IQLxgR9z7zbft9g3c,"George, Williamson House, 5th floor Fourth Ngong Ave, Nairobi, Kenya",Ngong,-1.2939191,36.8086063,https://www.aar-healthcare.com/,https://maps.google.com/?cid=8611865431297441527,4,(15),prenatal-postnatal,prenatal,establishment; health; hospital; local_government_office; point_of_interest
Catherine Mcauleynursing School - Mater Hospital,ChIJIQ0R6NkRLxgRRDmVUrq9h6Q,"Jogra House, Namanga Road, Nairobi, Kenya",,-1.3069808,36.8343658,https://www.materkenya.com/nursing-details,https://maps.google.com/?cid=11855653152023198020,4.1,(9),prenatal-postnatal,prenatal,establishment; point_of_interest
Kenyatta National Hospital School Of Nursing,ChIJd7SSDrQRLxgRuDWJ7VRVgQU,"Nairobi, Kenya",,-1.301301,36.8069899,,https://maps.google.com/?cid=396692065436120504,5,(2),prenatal-postnatal,prenatal,establishment; point_of_interest
Best CNA / Caregiver Training School in Kenya Health Care Assistant Training,ChIJmRmtuG8RLxgRB30rct2SOHc,"Ronald Ngala St, Nairobi, Kenya",,-1.2854274,36.8300733,http://www.gocareinstitute.ac.ke/,https://maps.google.com/?cid=8590777769010101511,3.7,(6),prenatal-postnatal,prenatal,establishment; health; point_of_interest; university
Radiant Group of Hospitals - Pangani Branch,ChIJ86GI7DUbLxgRUaR-udqBm3Q,"Pangani, Along Juja Road, Opposite Getrude Chidlren's Hospital, Next to FM Pub, Pangani, Nairobi, Kenya",,-1.2691945,36.8404121,https://radianthospitals.org/,https://maps.google.com/?cid=8402452306204730449,4,(106),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Prof. Nelson Awori Centre,ChIJEVwfeeoQLxgRVIrXBlZXOV0,"Nairobi, Kenya",,-1.295698,36.8065466,,https://maps.google.com/?cid=6717496346193398356,4.2,(756),prenatal-postnatal,prenatal,establishment; point_of_interest
Guru Nanak Ramgarhia Sikh Hospital,ChIJeQGUMBEXLxgRuALuPkA7Gwc,"Murang'a Rd, Nairobi, Kenya",,-1.2696594,36.8324502,http://gurunanakhospital.co.ke/,https://maps.google.com/?cid=512068129756414648,3.6,(240),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Dr Mugo Muthui,ChIJwQbWdQARLxgRE6Jv11XCjs4,"PR33+HR5, Nairobi, Kenya",,-1.2962852,36.8044346,https://velvethealth.co.ke/specialist-doctors/,https://maps.google.com/?cid=14884047492448494099,5,(12),prenatal-postnatal,prenatal,doctor; establishment; health; point_of_interest
Ladnan Hospital,ChIJQ2wfJOkQLxgR0rmpMkWFXhE,"Nairobi, Kenya",,-1.2699645,36.8408989,http://www.ladnan-hospital.com/,https://maps.google.com/?cid=1251584278704798162,3.8,(97),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Avenue Hospital Radiology Diagnostic Imaging Centre,ChIJO4lBfmwXLxgR6dNojeCirQo,"PRP9+32R, First Parklands Ave, Nairobi, Kenya",Parklands,-1.2647731,36.8175204,http://www.avenuehealthcare.com/radiology.php#,https://maps.google.com/?cid=769450196679054313,4.4,(48),prenatal-postnatal,prenatal,doctor; establishment; health; hospital; point_of_interest
Luton Hospital,ChIJb-RHbuwRLxgRfymqH84ZYoU,"China Centre, Ngong Rd, Nairobi, Kenya",Ngong,-1.2996203,36.7971219,https://www.lutonhospital.co.ke/,https://maps.google.com/?cid=9611272927847262591,3.7,(148),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Ivory Health Solutions,ChIJH3O8MNYQLxgRzHi_Uh90bSM,"Corner House, Nairobi, Kenya",,-1.2851837,36.8243872,http://www.ivoryhealthsolutions.com/,https://maps.google.com/?cid=2552824241670027468,4.3,(35),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Arrow Dental Centre,ChIJi_J6zQoRLxgRiFwD0nn0q_Q,"Pension Towers, 2nd Floor Loita St, Nairobi, Kenya",,-1.2834797,36.8176864,http://arrowdental.co.ke/,https://maps.google.com/?cid=17630453970323594376,4.7,(2405),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
"Sabai Wellness Spa, Nairobi",ChIJozVLeBMXLxgRvLcwF0f9sjk,"Rainbow Tower, 4th Floor Muthithi Rd, Nairobi, Kenya",,-1.2662144,36.8071071,https://sabaiwellnessspa.com/,https://maps.google.com/?cid=4157663887789963196,4.9,(49),prenatal-postnatal,prenatal,establishment; point_of_interest; spa
Chiromo Hospital Group - Westlands,ChIJIwnD6TsXLxgRAlx5LSvivb4,"09 Chiromo Ln, Nairobi, Kenya",,-1.26923,36.8098713,http://www.chiromohospitalgroup.co.ke/,https://maps.google.com/?cid=13744390312879021058,3.2,(49),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
German Medical Center,ChIJ1SXYIOkQLxgRcJTymPF6juo,"KMA Centre, Mara Rd, Nairobi, Kenya",,-1.2986436,36.8114432,https://www.germanmedicalcenter.net/,https://maps.google.com/?cid=16901581629639791728,3.1,(255),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Saola maternity home,ChIJIYKqpsURLxgRb9n8hH_4Rbc,"MQQX+7MX, Unnamed Road, Nairobi, Kenya",,-1.311755,36.7992188,,https://maps.google.com/?cid=13206234708909545839,3,(2),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Avenue Hospital Nairobi,ChIJK-fkcSIXLxgR5A4ZSlUC1Uc,"First Parklands Ave, Nairobi, Kenya",Parklands,-1.2647729,36.8179196,http://www.avenuehealthcare.com/,https://maps.google.com/?cid=5176045912070885092,2.8,(497),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Avenue Homecare,ChIJwzX5CD0XLxgRaSaP62hTzS0,"2129 Office Suites, Muthithi Rd, Nairobi, Kenya",,-1.2706714,36.8119062,,https://maps.google.com/?cid=3300385812026173033,4.4,(17),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Imenti House,ChIJX4GC79UQLxgRqXCxeVB8CCs,"Tom Mboya St, Nairobi, Kenya",,-1.2832228,36.824002,,https://maps.google.com/?cid=3100865028525486249,3.9,(17479),prenatal-postnatal,prenatal,establishment; point_of_interest; shopping_mall
Dimesse Sisters,ChIJmXmptYEbLxgR3VNgnoaxiz8,"Karen, Dimesse Sisters, Karen Rd, Nairobi, Kenya",Karen,-1.334267,36.7155318,,https://maps.google.com/?cid=4578948637893088221,4.2,(39),prenatal-postnatal,prenatal,church; establishment; place_of_worship; point_of_interest
Ministry Of Health -Kenya Medical Laboratory Technicians & Technologists Board,ChIJV_Ve3WYRLxgRefAkqfTOVmA,"ACK Garden House, 1St Ngong Ave, Nairobi, Kenya",Ngong,-1.292036,36.811449,http://kmlttb.org/,https://maps.google.com/?cid=6941963425843310713,3.3,(35),prenatal-postnatal,prenatal,establishment; health; point_of_interest
Mbagathi County Hospital,ChIJV1AXJvUQLxgRolWplzTrb7s,"Mbagathi Road Woodley /Kenyatta Nairobi KE, Nairobi, Kenya",,-1.3089469,36.803424,,https://maps.google.com/?cid=13506272418622690722,3.7,(135),prenatal-postnatal,prenatal,establishment; health; hospital; point_of_interest
Tuff Gong,ChIJy_CGjl8V244Rrhxua4_bxlM,"Entrance on Bell Road, 220 Marcus Garvey Dr, Kingston, Jamaica",,17.9957235,-76.8259918,http://www.tuffgong.com/,https://maps.google.com/?cid=6036753759565913262,4.6,(187),mind-body,qi-gong,establishment; point_of_interest; store
RUNNERSPOINT,ChIJV9Fi7WgbLxgRsA9bacl-KJA,"The Waterfront Karen, Ground Floor Karen Rd, Nairobi, Kenya",Karen,-1.3297232,36.7156957,http://www.runnerspoint.co.ke/,https://maps.google.com/?cid=10387691944051150768,5,(59),running,running,establishment; point_of_interest; store
i-Run Paris Marais,ChIJfwrP9_dv5kcRFjeN_JCoUwg,"10 Rue du Plâtre, 75004 Paris, France",,48.85936299999999,2.355305,https://www.i-run.fr/magasins/paris/paris-marais.html,https://maps.google.com/?cid=600008516036278038,4.7,(2636),running,running,establishment; point_of_interest; store
GERRY RUNNING SHOES,ChIJkeNVqS8RLxgRmC9UO_aKyeU,"The Bazaar, 1st floor Room BO4 Moi Ave, Nairobi, Kenya",,-1.2821837,36.8213426,,https://maps.google.com/?cid=16557918295166300056,5,(6),running,running,establishment; point_of_interest; store
RUNNAWAY COLLEZIONE,ChIJteB2w9UQLxgRvbDAIQF0uTg,"PR8F+Q8W, Moi Ave, Nairobi, Kenya",,-1.283007,36.8233141,,https://maps.google.com/?cid=4087425685025501373,,,running,running,clothing_store; establishment; point_of_interest; shoe_store; store
Nairobi expressway,ChIJs53a_ckRLxgR9_x8Pbho-oM,"MV94+PWQ, Nairobi Expy, Nairobi, Kenya",,-1.3306605,36.8573529,,https://maps.google.com/?cid=9510028703661096183,4.6,(208),running,running,establishment; point_of_interest
Run AI Technologies Limited,ChIJCQlKgrMRLxgR5nZD8oeOsns,"Shop Number 206, Montana Mall, Gaborone Rd, Nairobi, Kenya",,-1.2836352,36.827328,https://www.runaitechnologies.com/,https://maps.google.com/?cid=8913343327055869670,5,(4),running,running,electronics_store; establishment; point_of_interest; store
Kicks.Run.Everything.Around.Me.,ChIJWVcPhdERLxgRmXnSvnMaQMw,"Kimathi street, Kimathi Ln, Nairobi, Kenya",,-1.2844394,36.8233899,,https://maps.google.com/?cid=14717792666671806873,5,(4),running,running,clothing_store; establishment; point_of_interest; store
Nairobi,ChIJp0lN2HIRLxgRTJKXslQCz_c,"Nairobi, Kenya",,-1.2920659,36.8219462,,https://maps.google.com/?cid=17856493610344092236,,,running,running,locality; political
Amini Sports,ChIJYfZU2SoXLxgRkC5FNMzyHFw,"Shop 2, Westlands Commercial center, Nairobi, Kenya",Westlands,-1.2607018,36.8036313,,https://maps.google.com/?cid=6637446909701467792,3,(2),running,running,clothing_store; establishment; point_of_interest; store
The Running Game,ChIJ_wDO4uURLxgRfUP09OqC2Ww,"Standard St, Nairobi, Kenya",,-1.2852705,36.8214668,http://naiconnect.co.ke/,https://maps.google.com/?cid=7843444171686036349,,,running,running,establishment; point_of_interest
RUN'IX ATHLETIC CENTER,ChIJR1019PsXgRcRe1kAZc4L3ik,"Unnamed Road, Iten, Kenya",,0.6603378,35.4911213,https://runix-kenya.com/,https://maps.google.com/?cid=3016861781470501243,5,(450),running,running,establishment; lodging; point_of_interest
Nakipo Studios,ChIJVTOW39UQLxgRH3TqRItK780,"Biashara Plaza, 6th Floor Moi Ave, Nairobi, Kenya",,-1.2816724,36.8212288,http://nakipo.studio/,https://maps.google.com/?cid=14839161259226199071,4.8,(62),running,running,establishment; point_of_interest; store
PTP STUDIOS - Best Photo Studio in Syokimau- Twins Shopping Centre,ChIJrSFwbiYNLxgRV3WTKLDKmQE,"ptp studios, Nairobi, Kenya",,-1.3673539,36.9419935,https://ptpstudios.com/,https://maps.google.com/?cid=115346123418465623,3.9,(452),running,running,establishment; point_of_interest
KmusiK Studios,ChIJ0T_r-xQZLxgRmTvsZ0DIuEg,"Salima Elegance, Red Hill Road, Kenya",,-1.2020342,36.760583,https://kmusikstudios.beatstars.com/,https://maps.google.com/?cid=5240158345392569241,4.7,(36),running,running,establishment; point_of_interest; store
Kamavazi Studio,ChIJTQArCCA-LxgRTW4pqpT8z9s,"Roysambu, Lumumba Dr, Nairobi, Kenya",Roysambu,-1.2167329,36.8903387,https://studiokamavazi.pixieset.com/,https://maps.google.com/?cid=15839156129925525069,4.8,(56),running,running,establishment; point_of_interest
Studio Azali,ChIJVdSr9ckTLxgRJ4K5Q84qRYg,"Jabali Avenue, Nairobi, Kenya",,-1.3079903,36.9090534,https://fedharentals.co.ke/studio-azali-expert-photography-services-nyayo-estate-nairobi/,https://maps.google.com/?cid=9819301627939095079,4.9,(113),running,running,establishment; point_of_interest
Amp Studios,ChIJ2bJ2hhEXLxgRkGoY51t9wcg,"Unit 18 M1, The Mirage, Chiromo Rd, Nairobi, Kenya",,-1.2693573,36.8073287,http://www.ampafrica.com/,https://maps.google.com/?cid=14465981311763376784,5,(35),running,running,establishment; point_of_interest; store
Studio Mona,ChIJZdMaGr4QLxgRMdv-5PpQAQY,"Argwings Kodhek Rd, Nairobi, Kenya",,-1.2951735,36.7990784,http://www.studiomonakenya.com/,https://maps.google.com/?cid=432716077718231857,4.4,(368),running,running,establishment; point_of_interest
Kenyan Athletics Training Academy,ChIJA1Wb50pPLxgRaxqxhXmsKGk,"Komu, Kenya",,-1.0684292,37.064693,http://www.kenyanathleticstrainingacademy.com/,https://maps.google.com/?cid=7577496010984856171,4.1,(27),running,running,establishment; point_of_interest
Impala Club,ChIJzUjTXm4aLxgRz0mRChyuxFU,"Impala Club Grounds Impala Club Nairobi KE, Nairobi, Kenya",,-1.3007326,36.7680606,https://impalaclub.co.ke/,https://maps.google.com/?cid=6180256024118774223,4.2,(2589),running,running,establishment; point_of_interest
ABSA Bank Sports Club,ChIJFZHIPe0XLxgRDKNsbvKEHxE,"Utalii Thika, Nairobi, Kenya",,-1.2553748,36.8597392,,https://maps.google.com/?cid=1233850999692370700,4.5,(575),running,running,establishment; point_of_interest
Public Service Club,ChIJX-4jtu4QLxgRKIoiAub0j_Q,"Mara Rd, North, Kenya",,-1.2993776,36.8101963,http://www.psc-kenya.com/,https://maps.google.com/?cid=17622573135639513640,4.1,(1587),running,running,establishment; point_of_interest
Nairobi Club,ChIJN5dgHcoRLxgR2zdjWbITEXc,"Ngong Rd, North, Kenya",Ngong,-1.2957864,36.8098476,http://www.nairobiclub.com/,https://maps.google.com/?cid=8579660421842286555,4.3,(3249),running,running,establishment; point_of_interest
Barrels and Stools Lounge,ChIJx6a0lEgXLxgRj73iO8fkBf0,"10 Lower Kabete Rd, Nairobi, Kenya",,-1.259599,36.8025443,https://instagram.com/barrelsandstools_ke?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=18232230210833661327,4.4,(291),dance,salsa-dance,establishment; food; point_of_interest; restaurant
